<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
RUBUTSTN=MCX,0,20130802,10:01:26,33.100000000,143 000
RUBUTSTN=MCX,0,20130802,10:01:26,33.100000000,165 000
RUBUTSTN=MCX,0,20130802,10:01:26,33.100000000,45 000
RUBUTSTN=MCX,0,20130802,10:01:28,33.096000000,500 000
RUBUTSTN=MCX,0,20130802,10:01:28,33.094500000,200 000
RUBUTSTN=MCX,0,20130802,10:01:31,33.097000000,500 000
RUBUTSTN=MCX,0,20130802,10:01:31,33.098000000,500 000
RUBUTSTN=MCX,0,20130802,10:01:31,33.100000000,953 000
RUBUTSTN=MCX,0,20130802,10:01:31,33.100000000,1 000 000
RUBUTSTN=MCX,0,20130802,10:01:31,33.100000000,1 000 000
RUBUTSTN=MCX,0,20130802,10:01:32,33.101000000,66 000
RUBUTSTN=MCX,0,20130802,10:01:32,33.100500000,174 000
RUBUTSTN=MCX,0,20130802,10:01:34,33.101000000,25 000
RUBUTSTN=MCX,0,20130802,10:01:34,33.100500000,175 000
RUBUTSTN=MCX,0,20130802,10:01:48,33.101500000,70 000
RUBUTSTN=MCX,0,20130802,10:01:48,33.107000000,500 000
RUBUTSTN=MCX,0,20130802,10:01:48,33.107500000,500 000
RUBUTSTN=MCX,0,20130802,10:01:50,33.102500000,300 000
RUBUTSTN=MCX,0,20130802,10:01:55,33.107500000,500 000
RUBUTSTN=MCX,0,20130802,10:01:59,33.104000000,24 000
RUBUTSTN=MCX,0,20130802,10:01:59,33.104000000,24 000
RUBUTSTN=MCX,0,20130802,10:01:59,33.104000000,24 000
RUBUTSTN=MCX,0,20130802,10:01:59,33.104000000,24 000
RUBUTSTN=MCX,0,20130802,10:01:59,33.104000000,24 000
RUBUTSTN=MCX,0,20130802,10:02:01,33.104000000,299 000
RUBUTSTN=MCX,0,20130802,10:02:04,33.104000000,24 000
RUBUTSTN=MCX,0,20130802,10:02:04,33.104000000,24 000
RUBUTSTN=MCX,0,20130802,10:02:04,33.104000000,24 000
RUBUTSTN=MCX,0,20130802,10:02:04,33.104000000,24 000
RUBUTSTN=MCX,0,20130802,10:02:04,33.104000000,24 000
RUBUTSTN=MCX,0,20130802,10:02:04,33.104000000,391 000
RUBUTSTN=MCX,0,20130802,10:02:05,33.103000000,250 000
RUBUTSTN=MCX,0,20130802,10:02:05,33.102500000,1 900 000
RUBUTSTN=MCX,0,20130802,10:02:09,33.100000000,500 000
RUBUTSTN=MCX,0,20130802,10:02:11,33.104000000,82 000
RUBUTSTN=MCX,0,20130802,10:02:13,33.100000000,150 000
RUBUTSTN=MCX,0,20130802,10:02:13,33.100000000,146 000
RUBUTSTN=MCX,0,20130802,10:02:13,33.099000000,296 000
RUBUTSTN=MCX,0,20130802,10:02:13,33.095000000,286 000
RUBUTSTN=MCX,0,20130802,10:02:14,33.093500000,100 000
RUBUTSTN=MCX,0,20130802,10:02:14,33.093500000,143 000
RUBUTSTN=MCX,0,20130802,10:02:14,33.093500000,299 000
RUBUTSTN=MCX,0,20130802,10:02:14,33.090000000,1 000
RUBUTSTN=MCX,0,20130802,10:02:14,33.093000000,264 000
RUBUTSTN=MCX,0,20130802,10:02:14,33.093000000,499 000
RUBUTSTN=MCX,0,20130802,10:02:15,33.090000000,199 000
RUBUTSTN=MCX,0,20130802,10:02:15,33.093000000,277 000
RUBUTSTN=MCX,0,20130802,10:02:15,33.093000000,262 000
RUBUTSTN=MCX,0,20130802,10:02:15,33.092500000,140 000
RUBUTSTN=MCX,0,20130802,10:02:15,33.093000000,264 000
RUBUTSTN=MCX,0,20130802,10:02:24,33.092000000,800 000
RUBUTSTN=MCX,0,20130802,10:02:24,33.095000000,500 000
RUBUTSTN=MCX,0,20130802,10:02:24,33.095000000,200 000
RUBUTSTN=MCX,0,20130802,10:02:31,33.090000000,1 000 000
RUBUTSTN=MCX,0,20130802,10:02:33,33.090000000,300 000
RUBUTSTN=MCX,0,20130802,10:02:38,33.089500000,265 000
RUBUTSTN=MCX,0,20130802,10:02:40,33.090000000,1 000 000
RUBUTSTN=MCX,0,20130802,10:02:44,33.090000000,169 000
RUBUTSTN=MCX,0,20130802,10:03:09,33.090000000,70 000
RUBUTSTN=MCX,0,20130802,10:03:12,33.090000000,271 000
RUBUTSTN=MCX,0,20130802,10:03:47,33.086500000,375 000
RUBUTSTN=MCX,0,20130802,10:03:47,33.086000000,1 000 000
RUBUTSTN=MCX,0,20130802,10:03:47,33.085500000,500 000
RUBUTSTN=MCX,0,20130802,10:03:49,33.086000000,1 000
RUBUTSTN=MCX,0,20130802,10:03:50,33.085500000,75 000
RUBUTSTN=MCX,0,20130802,10:03:50,33.085000000,140 000
RUBUTSTN=MCX,0,20130802,10:03:50,33.084500000,500 000
RUBUTSTN=MCX,0,20130802,10:03:50,33.084500000,143 000
RUBUTSTN=MCX,0,20130802,10:03:50,33.083500000,100 000
RUBUTSTN=MCX,0,20130802,10:03:50,33.083500000,2 935 000
RUBUTSTN=MCX,0,20130802,10:03:52,33.083500000,385 000
RUBUTSTN=MCX,0,20130802,10:03:57,33.084000000,15 000
RUBUTSTN=MCX,0,20130802,10:03:57,33.085000000,51 000
RUBUTSTN=MCX,0,20130802,10:04:00,33.086000000,3 000
RUBUTSTN=MCX,0,20130802,10:04:09,33.080500000,50 000
RUBUTSTN=MCX,0,20130802,10:04:09,33.080000000,131 000
RUBUTSTN=MCX,0,20130802,10:04:09,33.080500000,300 000
RUBUTSTN=MCX,0,20130802,10:04:09,33.080000000,200 000
RUBUTSTN=MCX,0,20130802,10:04:09,33.080000000,169 000
RUBUTSTN=MCX,0,20130802,10:04:09,33.080000000,3 000
RUBUTSTN=MCX,0,20130802,10:04:32,33.080500000,50 000
RUBUTSTN=MCX,0,20130802,10:04:32,33.080000000,2 500 000
RUBUTSTN=MCX,0,20130802,10:04:34,33.080000000,1 000
RUBUTSTN=MCX,0,20130802,10:04:35,33.080000000,3 000
RUBUTSTN=MCX,0,20130802,10:04:36,33.080000000,96 000
RUBUTSTN=MCX,0,20130802,10:04:36,33.080000000,34 000
RUBUTSTN=MCX,0,20130802,10:04:36,33.080000000,19 000
RUBUTSTN=MCX,0,20130802,10:04:36,33.080000000,447 000
RUBUTSTN=MCX,0,20130802,10:04:36,33.081500000,21 000
RUBUTSTN=MCX,0,20130802,10:04:36,33.081500000,3 000
RUBUTSTN=MCX,0,20130802,10:04:36,33.081500000,1 000
RUBUTSTN=MCX,0,20130802,10:04:36,33.082000000,1 000
RUBUTSTN=MCX,0,20130802,10:04:36,33.082000000,50 000
RUBUTSTN=MCX,0,20130802,10:04:36,33.082000000,5 000
RUBUTSTN=MCX,0,20130802,10:04:38,33.080000000,259 000
RUBUTSTN=MCX,0,20130802,10:04:40,33.080000000,405 000
RUBUTSTN=MCX,0,20130802,10:04:40,33.080000000,106 000
RUBUTSTN=MCX,0,20130802,10:04:42,33.082000000,140 000
RUBUTSTN=MCX,0,20130802,10:04:42,33.082500000,500 000
RUBUTSTN=MCX,0,20130802,10:04:42,33.082500000,360 000
RUBUTSTN=MCX,0,20130802,10:04:46,33.083000000,43 000
RUBUTSTN=MCX,0,20130802,10:04:46,33.083000000,8 000
RUBUTSTN=MCX,0,20130802,10:04:46,33.086000000,51 000
RUBUTSTN=MCX,0,20130802,10:04:50,33.085000000,20 000
RUBUTSTN=MCX,0,20130802,10:04:50,33.085000000,80 000
RUBUTSTN=MCX,0,20130802,10:04:53,33.078500000,25 000
RUBUTSTN=MCX,0,20130802,10:04:53,33.078000000,140 000
RUBUTSTN=MCX,0,20130802,10:04:53,33.077500000,500 000
RUBUTSTN=MCX,0,20130802,10:04:53,33.077500000,500 000
RUBUTSTN=MCX,0,20130802,10:04:58,33.085000000,18 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.084500000,140 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.085000000,143 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.085000000,70 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.085000000,500 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.085000000,2 097 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.082000000,140 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.082000000,360 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.085000000,172 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.088000000,51 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.089000000,92 000
RUBUTSTN=MCX,0,20130802,10:05:05,33.087500000,14 000
RUBUTSTN=MCX,0,20130802,10:05:10,33.084500000,25 000
RUBUTSTN=MCX,0,20130802,10:05:10,33.084000000,98 000
RUBUTSTN=MCX,0,20130802,10:05:12,33.088000000,2 000
RUBUTSTN=MCX,0,20130802,10:05:14,33.084500000,75 000
RUBUTSTN=MCX,0,20130802,10:05:14,33.084000000,48 000
RUBUTSTN=MCX,0,20130802,10:05:16,33.086500000,40 000
RUBUTSTN=MCX,0,20130802,10:05:16,33.086500000,459 000
RUBUTSTN=MCX,0,20130802,10:05:19,33.086000000,60 000
RUBUTSTN=MCX,0,20130802,10:05:20,33.087500000,659 000
RUBUTSTN=MCX,0,20130802,10:05:20,33.089500000,341 000
RUBUTSTN=MCX,0,20130802,10:05:31,33.085500000,1 000
RUBUTSTN=MCX,0,20130802,10:05:31,33.085500000,1 000
RUBUTSTN=MCX,0,20130802,10:05:31,33.085000000,660 000
RUBUTSTN=MCX,0,20130802,10:05:32,33.085000000,58 000
RUBUTSTN=MCX,0,20130802,10:05:32,33.088500000,140 000
RUBUTSTN=MCX,0,20130802,10:05:32,33.089000000,500 000
RUBUTSTN=MCX,0,20130802,10:05:32,33.089500000,500 000
RUBUTSTN=MCX,0,20130802,10:05:32,33.090000000,190 000
RUBUTSTN=MCX,0,20130802,10:05:32,33.090000000,100 000
RUBUTSTN=MCX,0,20130802,10:05:32,33.090000000,512 000
RUBUTSTN=MCX,0,20130802,10:05:32,33.083500000,1 000
RUBUTSTN=MCX,0,20130802,10:05:52,33.090000000,100 000
RUBUTSTN=MCX,0,20130802,10:06:02,33.090000000,100 000
RUBUTSTN=MCX,0,20130802,10:06:02,33.090000000,200 000
RUBUTSTN=MCX,0,20130802,10:06:20,33.089500000,140 000
RUBUTSTN=MCX,0,20130802,10:06:20,33.089500000,100 000
RUBUTSTN=MCX,0,20130802,10:06:20,33.089000000,500 000
RUBUTSTN=MCX,0,20130802,10:06:20,33.088500000,143 000
RUBUTSTN=MCX,0,20130802,10:06:20,33.088500000,117 000
RUBUTSTN=MCX,0,20130802,10:06:43,33.090000000,500 000
RUBUTSTN=MCX,0,20130802,10:06:58,33.089500000,1 000
RUBUTSTN=MCX,0,20130802,10:07:10,33.090000000,1 000 000
RUBUTSTN=MCX,0,20130802,10:07:11,33.090000000,661 000
RUBUTSTN=MCX,0,20130802,10:07:16,33.090000000,339 000
RUBUTSTN=MCX,0,20130802,10:07:23,33.091500000,51 000
RUBUTSTN=MCX,0,20130802,10:07:53,33.092500000,1 000
RUBUTSTN=MCX,0,20130802,10:07:53,33.092500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:00,33.092500000,250 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.094500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.094500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.094500000,21 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.094500000,8 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.094500000,2 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.094500000,8 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.095000000,800 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.095000000,199 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.095000000,801 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.095000000,504 000
RUBUTSTN=MCX,0,20130802,10:08:09,33.095000000,496 000
RUBUTSTN=MCX,0,20130802,10:08:17,33.095500000,10 000
RUBUTSTN=MCX,0,20130802,10:08:17,33.095500000,12 000
RUBUTSTN=MCX,0,20130802,10:08:17,33.096500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:17,33.097000000,770 000
RUBUTSTN=MCX,0,20130802,10:08:17,33.096500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:17,33.094000000,3 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.096500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.097000000,30 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.097500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.097000000,1 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.096500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.096500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.096500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.096500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.096500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.096500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:20,33.096500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.097500000,2 000 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.098500000,2 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.099500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.099500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.099500000,3 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.099500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.099500000,6 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.100000000,1 000 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.100000000,300 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.100000000,500 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.102500000,147 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.104500000,11 000
RUBUTSTN=MCX,0,20130802,10:08:30,33.105000000,1 000 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.107500000,5 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.108500000,3 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.108500000,11 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.108500000,30 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.108500000,6 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.110000000,349 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.110000000,651 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.112500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.112500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.112500000,3 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.112500000,5 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.112500000,36 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.112500000,5 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.115500000,140 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.116500000,500 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.117000000,309 000
RUBUTSTN=MCX,0,20130802,10:08:31,33.113500000,51 000
RUBUTSTN=MCX,0,20130802,10:08:32,33.113500000,2 000
RUBUTSTN=MCX,0,20130802,10:08:32,33.113500000,8 000
RUBUTSTN=MCX,0,20130802,10:08:32,33.113500000,3 000
RUBUTSTN=MCX,0,20130802,10:08:34,33.115500000,9 000
RUBUTSTN=MCX,0,20130802,10:08:34,33.112500000,7 000
RUBUTSTN=MCX,0,20130802,10:08:36,33.111500000,200 000
RUBUTSTN=MCX,0,20130802,10:08:36,33.111500000,175 000
RUBUTSTN=MCX,0,20130802,10:08:36,33.111000000,286 000
RUBUTSTN=MCX,0,20130802,10:08:36,33.113500000,47 000
RUBUTSTN=MCX,0,20130802,10:08:37,33.113500000,35 000
RUBUTSTN=MCX,0,20130802,10:08:38,33.112500000,50 000
RUBUTSTN=MCX,0,20130802,10:08:38,33.111500000,500 000
RUBUTSTN=MCX,0,20130802,10:08:38,33.110500000,500 000
RUBUTSTN=MCX,0,20130802,10:08:38,33.110000000,500 000
RUBUTSTN=MCX,0,20130802,10:08:38,33.110000000,143 000
RUBUTSTN=MCX,0,20130802,10:08:38,33.110000000,500 000
RUBUTSTN=MCX,0,20130802,10:08:38,33.109500000,49 000
RUBUTSTN=MCX,0,20130802,10:08:38,33.109500000,250 000
RUBUTSTN=MCX,0,20130802,10:08:38,33.109000000,258 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.113500000,500 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.114500000,5 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.114500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.114500000,494 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.113000000,20 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.113000000,3 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.113000000,2 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.113000000,26 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.115500000,42 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.116000000,101 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.116000000,449 000
RUBUTSTN=MCX,0,20130802,10:08:41,33.116500000,37 000
RUBUTSTN=MCX,0,20130802,10:08:42,33.117000000,491 000
RUBUTSTN=MCX,0,20130802,10:08:42,33.118000000,50 000
RUBUTSTN=MCX,0,20130802,10:08:42,33.118000000,1 000
RUBUTSTN=MCX,0,20130802,10:08:43,33.117500000,50 000
RUBUTSTN=MCX,0,20130802,10:08:43,33.116500000,500 000
RUBUTSTN=MCX,0,20130802,10:08:43,33.115500000,450 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.118000000,50 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.118000000,1 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.118000000,500 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.118000000,1 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.118500000,50 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.118500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.119000000,500 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.119500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.119500000,2 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.119500000,48 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.120500000,200 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.121000000,550 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.122000000,143 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.122500000,250 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.122500000,100 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.123000000,500 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.123500000,103 000
RUBUTSTN=MCX,0,20130802,10:08:44,33.117500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:46,33.118000000,163 000
RUBUTSTN=MCX,0,20130802,10:08:47,33.117500000,1 000
RUBUTSTN=MCX,0,20130802,10:08:48,33.117500000,6 000
RUBUTSTN=MCX,0,20130802,10:08:48,33.120000000,144 000
RUBUTSTN=MCX,0,20130802,10:08:50,33.118000000,111 000
RUBUTSTN=MCX,0,20130802,10:08:50,33.118000000,189 000
RUBUTSTN=MCX,0,20130802,10:08:52,33.115500000,125 000
RUBUTSTN=MCX,0,20130802,10:08:57,33.114000000,500 000
RUBUTSTN=MCX,0,20130802,10:09:00,33.111000000,200 000
RUBUTSTN=MCX,0,20130802,10:09:00,33.110500000,139 000
RUBUTSTN=MCX,0,20130802,10:09:00,33.110000000,500 000
RUBUTSTN=MCX,0,20130802,10:09:00,33.110000000,161 000
RUBUTSTN=MCX,0,20130802,10:09:08,33.111000000,11 000
RUBUTSTN=MCX,0,20130802,10:09:08,33.112000000,216 000
RUBUTSTN=MCX,0,20130802,10:09:08,33.112000000,293 000
RUBUTSTN=MCX,0,20130802,10:09:08,33.112000000,291 000
RUBUTSTN=MCX,0,20130802,10:09:37,33.111000000,39 000
RUBUTSTN=MCX,0,20130802,10:09:37,33.110000000,161 000
RUBUTSTN=MCX,0,20130802,10:09:48,33.110000000,339 000
RUBUTSTN=MCX,0,20130802,10:09:48,33.110000000,500 000
RUBUTSTN=MCX,0,20130802,10:09:48,33.110000000,161 000
RUBUTSTN=MCX,0,20130802,10:09:48,33.110000000,449 000
RUBUTSTN=MCX,0,20130802,10:09:50,33.110000000,50 000
RUBUTSTN=MCX,0,20130802,10:09:50,33.108000000,150 000
RUBUTSTN=MCX,0,20130802,10:09:55,33.111500000,8 000
RUBUTSTN=MCX,0,20130802,10:09:55,33.111500000,50 000
RUBUTSTN=MCX,0,20130802,10:10:08,33.111000000,118 000
RUBUTSTN=MCX,0,20130802,10:10:54,33.108500000,50 000
RUBUTSTN=MCX,0,20130802,10:11:00,33.104500000,200 000
RUBUTSTN=MCX,0,20130802,10:11:03,33.106000000,500 000
RUBUTSTN=MCX,0,20130802,10:11:07,33.103500000,1 000
RUBUTSTN=MCX,0,20130802,10:11:12,33.102000000,200 000
